block_size,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384
64,181470,50321,102421,31323,23326
128,107390,87403,42058,9732,11902,6062
256,133895,90945,79531,24388,14928,9385,4133
512,124743,94525,37513,36856,10202,7378,4192,5399
1024,132498,83173,61066,33972,18888,8283,5062,2512,860
2048,315259,82577,51967,30979,15601,9384,12720,5068,1317,918
4096,109823,85951,146031,28873,19190,9245,4409,2484,1053,1454,275
8192,123447,77581,53708,33425,18892,22510,4637,2256,1260,513,241,111
16384,118945,88892,50598,71557,14790,8000,9411,2392,1333,981,294,140,112
32768,0,0,0,0,17127,9474,4417,2326,1209,649,423,135,70
65536,0,0,0,0,29010,11416,4905,4667,2261,1111,342,241,94
131072,0,0,0,0,35573,19680,8544,4670,2401,1100,500,264,104
262144,0,0,0,0,36383,21532,10140,4590,2464,822,352,220,105
524288,0,0,0,0,11433,4545,2172,1191,554,317,174,79,40
