block_size,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384
64,195194,75436,64576,42408,9804
128,120720,36615,47339,29443,12909,6027
256,138168,58615,105218,22798,18005,5433,2625
512,108836,80907,34119,22858,11543,7017,3395,4719
1024,139740,79011,48298,22270,15625,9455,2989,2028,2342
2048,183910,198627,55246,23030,15143,8355,11313,2010,1040,1274
4096,141454,89400,92120,21679,13125,6467,3158,2118,872,945,280
8192,149972,92385,58601,27726,16554,20861,4314,2071,1095,536,228,128
16384,324768,93919,57592,29691,15990,8328,3628,1918,922,605,270,110,71
32768,0,0,0,0,16155,7691,3868,1886,1729,483,224,153,45
65536,0,0,0,0,19212,11263,5021,2485,1884,865,384,206,133
131072,0,0,0,0,19091,17480,7983,4369,1165,931,296,203,119
262144,0,0,0,0,27154,17170,8332,3997,1979,844,374,204,79
524288,0,0,0,0,11096,5553,3036,1201,656,329,164,84,41
