block_size,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384
64,594906,114206,71451,52823,34719
128,116730,79531,91978,55589,30862,18909
256,105276,88897,75845,209970,160079,17374,12024
512,103050,102424,95202,67527,36204,18961,10580,5344
1024,129416,119628,93440,64627,134539,19465,11024,5388,3279
2048,123911,119746,89705,60433,104873,19537,9803,5988,4829,1574
4096,289266,158957,111351,48142,74860,19926,14034,5974,4739,1132,952
8192,229986,214857,220304,52085,30754,16855,10596,11967,2159,1130,547,501
16384,344287,175373,141571,49703,41198,25978,24308,4276,2526,1080,1217,466,246
32768,0,0,0,0,75261,53824,20253,8094,6991,2002,857,422,272
65536,0,0,0,0,84009,43797,22802,12232,5959,2917,1611,481,285
131072,0,0,0,0,86919,42315,25562,12043,6288,3150,1390,606,298
262144,0,0,0,0,86373,47023,24416,12405,5915,3233,1410,599,307
524288,0,0,0,0,94818,51033,26016,13673,6825,3469,1622,697,324
